mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_74974,CC1=CC2CCC1OC2,2.55223,1.57774,1.56494,1.4165,82.68,-0.2303,0.0233,0.2536,1031.2806,0.185571,-387.112618,-387.104886,-387.103942,-387.144423,31.267,-2052.3227777831,-2066.1355058911,-2077.990405919,-1909.6548415791
gdb_50380,O=CC1OC2CCOC12,2.70696,1.6105,1.42996,2.9732,67.72,-0.251,-0.0304,0.2206,971.8068,0.136273,-458.95345,-458.945865,-458.944921,-458.98596,28.222,-1679.7769595731,-1690.12646551,-1699.609381518,-1563.781293414
gdb_68721,CC12NC1(C#N)C1CC21,2.42231,1.6614,1.32957,5.2032,77.18,-0.2759,0.0126,0.2885,1019.8515,0.136695,-380.832186,-380.824346,-380.823401,-380.864355,30.345,-1716.159303884,-1726.349422535,-1735.831711034,-1600.101514334
gdb_71632,CC12OC3C1COCC23,2.84352,1.55745,1.51005,1.2651,74.57,-0.2329,0.0758,0.3087,987.9667,0.16015,-422.968537,-422.96107,-422.960126,-423.000144,29.843,-1825.5774207051,-1837.7787057011,-1848.447613719,-1695.9001758191
gdb_39950,C1CC12CC3(CC3)C=C2,3.99161,1.11994,1.02324,0.1449,91.49,-0.2062,0.028,0.2342,1259.0761,0.18339,-349.942761,-349.934643,-349.933699,-349.976125,32.784,-2082.4118343331,-2095.9829714761,-2107.837871504,-1940.9782083321
gdb_85008,CC1OC(=O)C(C)=C1N,2.18862,1.68652,1.02009,6.4375,76.97,-0.2227,-0.0078,0.2149,1171.5418,0.146972,-439.1583,-439.148931,-439.147987,-439.192426,34.275,-1796.0512397281,-1806.1698223531,-1816.245734366,-1674.33206398
gdb_68888,CC12CC1(C)C=CCC2,2.3119,1.71899,1.19961,0.3297,91.06,-0.2182,0.0252,0.2435,1149.8774,0.206613,-351.171228,-351.162323,-351.161379,-351.203872,35.963,-2225.434313122,-2240.2887061701,-2253.329598208,-2070.177918869
gdb_39779,C1OC11C2CC1C1NC21,3.01787,1.86229,1.52167,2.9617,74.97,-0.2276,0.0804,0.3081,914.9535,0.14982,-401.861462,-401.854951,-401.854006,-401.891937,27.756,-1746.4585759491,-1758.3712068051,-1768.446491309,-1622.7043885141
gdb_41339,C1CC23COC(C2)OC13,3.06844,1.84936,1.53848,2.4884,73.24,-0.2463,0.084,0.3303,918.3078,0.162924,-423.008547,-423.002139,-423.001195,-423.03892,27.565,-1850.6840557951,-1863.549872822,-1874.21878084,-1720.232464803
gdb_62805,CC1(O)C2CN(C=O)C12,3.46088,1.14673,1.05345,3.3112,74.0,-0.2296,0.021,0.2506,1176.7825,0.146218,-439.064291,-439.055566,-439.054622,-439.097677,32.849,-1737.0597461471,-1747.582444568,-1757.658356581,-1614.8762137391
gdb_125661,Cc1n[nH]c2n1ncn2,3.46152,1.79977,1.19288,1.9275,68.39,-0.2386,-0.0059,0.2327,957.0968,0.104641,-429.070981,-429.064078,-429.063134,-429.10233,25.679,-1420.192801507,-1428.303355332,-1436.007283325,-1322.752576478
gdb_40948,C1CC2(C1)C=CCCO2,3.48123,1.28945,1.14002,0.9954,85.17,-0.2352,0.0235,0.2586,1166.8082,0.184354,-387.090951,-387.083027,-387.082083,-387.123312,31.816,-2038.7265402801,-2052.4187866601,-2064.273686688,-1896.40749908
gdb_92449,CC1CC2OCC1C2C,2.21167,1.69398,1.39277,1.6971,83.83,-0.2328,0.0797,0.3125,1096.8632,0.208459,-388.309816,-388.301549,-388.300605,-388.342054,33.617,-2175.7236776511,-2190.9777939321,-2204.01868597,-2019.9564910721
gdb_41628,C1CC2C1CC1COC21,2.69676,1.7956,1.47594,1.6877,80.11,-0.2428,0.0685,0.3113,989.0769,0.186131,-387.072956,-387.065805,-387.06486,-387.104535,29.28,-2027.434515825,-2041.6118266621,-2053.466099181,-1884.6247625871
gdb_116199,COC1COCC1(C)C,2.17466,1.46017,1.12613,1.7566,81.6,-0.243,0.0777,0.3207,1230.8723,0.204355,-425.425456,-425.415349,-425.414404,-425.460298,37.438,-2111.6129656481,-2125.7118378601,-2138.752102389,-1957.223788833
gdb_74024,CC1=C2CCC2OC1=N,2.80434,1.61793,1.1054,3.3748,83.08,-0.2325,-0.0249,0.2077,1102.8257,0.148574,-401.952341,-401.944381,-401.943437,-401.984867,30.459,-1803.4859663601,-1814.4893366751,-1824.565248688,-1681.0187998841
gdb_61816,CC1(CC1)C(O)CC=O,2.87511,0.89266,0.83966,3.4329,79.59,-0.2424,-0.0193,0.2231,1479.04,0.179242,-424.221535,-424.211179,-424.210235,-424.257485,37.571,-1983.9933227731,-1996.1588397561,-2008.0137397841,-1843.670387702
gdb_34514,C#CC1=CC2C3OC2C13,5.16621,1.17981,1.07015,1.3792,80.41,-0.2246,-0.0405,0.1842,1091.8446,0.112113,-383.379864,-383.373064,-383.37212,-383.410945,27.648,-1593.5409077391,-1602.6071577711,-1610.904081769,-1490.5315403351
gdb_102059,CC(C#N)C(CO)C=O,2.20469,1.20941,0.82307,4.9954,72.88,-0.2623,-0.0373,0.225,1357.4041,0.144602,-439.098562,-439.088128,-439.087183,-439.135086,35.71,-1758.5651070861,-1768.015392626,-1778.09067713,-1638.35069792
gdb_133171,CC1=CC(=N)NN=C1F,3.08585,1.38688,0.96251,1.0204,73.98,-0.2121,-0.0552,0.1569,1141.3994,0.113059,-458.111661,-458.103813,-458.102868,-458.144075,29.627,-1509.69252765,-1518.099265723,-1526.3955622121,-1406.6825327371
gdb_130795,O=C1ON=NC=C1C#C,3.21967,1.5125,1.02907,4.3477,71.62,-0.2832,-0.1246,0.1586,1028.4115,0.063651,-451.48546,-451.478049,-451.477104,-451.51765,26.859,-1226.261772566,-1231.388521096,-1237.312833565,-1149.8179986771
gdb_112382,COC1CC(=O)CC1=O,2.62596,1.3262,1.0374,1.8747,69.35,-0.2393,-0.0468,0.1925,1170.5619,0.133557,-458.995908,-458.986972,-458.986028,-459.030712,31.84,-1706.4197366951,-1715.921477973,-1725.404393981,-1591.8635761821
gdb_87006,CN1CC(C1)OCC=O,6.07311,0.61412,0.59814,2.2613,78.0,-0.2212,-0.0303,0.1909,1865.5665,0.167948,-440.249736,-440.239847,-440.238902,-440.286127,34.265,-1853.085532738,-1864.654916171,-1875.916192685,-1719.416703103
gdb_54814,CC(=O)C1C2CN=CN12,3.07724,1.43669,1.32348,4.0122,72.72,-0.2394,-0.0313,0.2081,1030.6754,0.135729,-418.001058,-417.99286,-417.991916,-418.034838,29.757,-1685.4521509691,-1695.4169938891,-1704.899909897,-1570.149254746
gdb_98089,CCC(=O)C(=O)C1CO1,4.3324,0.86977,0.76791,1.6914,70.54,-0.2447,-0.0937,0.1511,1485.8551,0.13244,-458.965613,-458.955923,-458.954979,-459.00201,32.966,-1687.4093515401,-1696.4379510321,-1705.92086704,-1573.852812864
gdb_19180,CC1C2C=CC1C2=O,3.72727,1.97535,1.75329,2.534,69.53,-0.2449,0.0033,0.2481,807.6636,0.131069,-346.593786,-346.587064,-346.58612,-346.624324,26.581,-1631.2843190711,-1641.2874400401,-1650.177987552,-1523.6903709131
gdb_112068,OCC1C=CCC1C#N,2.04245,1.54909,0.9605,2.8366,77.07,-0.2566,0.0075,0.2641,1209.3342,0.148409,-401.968545,-401.959778,-401.958834,-402.002501,32.069,-1813.6541221961,-1824.1510927481,-1834.227004761,-1692.08429359
gdb_16435,CN1C2C3CC2C13C,3.34642,2.26551,1.72458,1.0578,75.85,-0.2074,0.0949,0.3022,842.0177,0.165135,-327.834366,-327.82703,-327.826086,-327.865272,29.25,-1769.636875882,-1781.920364557,-1792.589900084,-1642.165325131
gdb_54386,NC(=O)C12CC(O)(C1)C2,3.98717,1.08232,0.98748,2.1401,73.12,-0.2425,0.0261,0.2687,1211.2111,0.14713,-439.071613,-439.06269,-439.061746,-439.10596,33.42,-1741.6543670451,-1752.052818684,-1762.128730697,-1620.073870786
gdb_4069,OCC1CC(C1)=NO,6.68866,0.96283,0.89045,1.7717,68.98,-0.2403,0.0083,0.2487,1259.3462,0.140452,-400.938864,-400.930222,-400.929278,-400.973415,31.014,-1562.2012257521,-1571.8868271671,-1581.370370684,-1449.875859734
gdb_122056,COCCN(C=O)C=O,2.65734,0.96262,0.8336,6.4161,71.72,-0.2464,-0.0306,0.2157,1435.8925,0.144977,-476.244479,-476.23441,-476.233466,-476.280819,33.851,-1713.4534850761,-1723.1321838921,-1733.2080959051,-1592.867590582
gdb_6948,CC1(O)C=CNC1=O,2.73631,2.38042,1.70113,4.0815,62.52,-0.2253,-0.0202,0.2051,802.9966,0.118169,-399.838232,-399.830426,-399.829482,-399.869998,29.246,-1499.3963599781,-1507.829453429,-1516.127004936,-1398.694343167
gdb_112590,CCN1CC(C1)(C#C)O,3.49001,0.91814,0.85515,1.6324,83.11,-0.2137,0.0318,0.2456,1446.3173,0.167928,-403.083431,-403.073528,-403.072584,-403.118189,36.872,-1885.403501256,-1896.9647270721,-1908.226631095,-1750.965973096
gdb_107476,CCC12CC1CC21CO1,2.04232,1.76722,1.24636,1.568,82.53,-0.2461,0.0887,0.3348,1122.6596,0.181803,-387.045408,-387.036673,-387.035729,-387.078643,33.916,-2010.1478978931,-2023.3312344741,-2035.186134502,-1868.3772995591
gdb_91441,OC1CC2CN(C=O)C12,2.91856,1.33293,1.05279,3.555,73.73,-0.2483,0.015,0.2633,1146.7778,0.148381,-439.074612,-439.066513,-439.065568,-439.107847,30.438,-1743.536266536,-1754.451785591,-1764.527070095,-1621.2579802691
gdb_30914,Cn1ccc(c1CO)N,2.08826,1.6667,0.98924,1.3067,81.12,-0.1775,0.0334,0.2109,1203.5429,0.159907,-419.229853,-419.220241,-419.219296,-419.264156,35.277,-1828.68045271,-1839.535103392,-1850.203383901,-1700.334781922
gdb_62355,OC1(C#C)C2OC(=N)C12,4.21547,1.14773,1.1093,2.4207,71.75,-0.2502,-0.0116,0.2387,1093.6884,0.098481,-436.604309,-436.596387,-436.595442,-436.636556,30.49,-1449.1021411371,-1456.5745183091,-1464.277818793,-1352.945799522
gdb_70768,CC12CC3(C#N)C1NC23,3.92233,1.3169,1.12286,3.5731,78.69,-0.249,0.0142,0.2632,1087.9226,0.136536,-380.798967,-380.791309,-380.790364,-380.830894,29.798,-1695.314082413,-1705.6184077021,-1715.100696201,-1579.1044356851
gdb_123286,C#CC#Cc1ccon1,9.6662,0.67956,0.63492,2.9048,89.39,-0.2491,-0.0598,0.1893,1613.6496,0.076987,-398.286415,-398.278879,-398.277935,-398.319039,27.449,-1386.639267768,-1392.5773854351,-1399.095321418,-1304.34648249
gdb_128938,c1nc(on1)NCC#N,7.15087,0.8011,0.73803,1.9098,65.6,-0.2567,-0.0129,0.2438,1408.8841,0.090514,-448.930434,-448.922596,-448.921651,-448.964632,26.888,-1344.269232579,-1350.904512745,-1358.014817224,-1255.354344824
gdb_82994,OC1C2CC3OCC2C13,3.57427,1.55147,1.45615,2.7592,73.33,-0.2351,0.0724,0.3074,955.0393,0.162893,-423.014035,-423.007333,-423.006388,-423.044733,28.273,-1854.127825187,-1866.809154568,-1877.477435077,-1723.88017462
gdb_14557,CCC1(O)C2COC12,3.39174,1.75004,1.43753,0.5803,67.27,-0.2253,0.0654,0.2907,934.1058,0.152644,-384.88802,-384.880023,-384.879079,-384.92015,30.494,-1678.9003295,-1689.879854473,-1699.956393995,-1558.678390226
gdb_70651,NC12CC1COC2C#N,2.44699,1.62563,1.21024,5.1262,71.99,-0.2508,0.0155,0.2663,1049.3262,0.137149,-417.998182,-417.990014,-417.989069,-418.03087,30.914,-1683.647435085,-1693.631103275,-1703.113391774,-1567.659299034
gdb_81163,CC1C2CC1(CC2)C=O,2.37627,1.59214,1.22108,2.8179,82.73,-0.2432,-0.0217,0.2215,1112.7382,0.183479,-387.096393,-387.087986,-387.087042,-387.129431,32.721,-2042.141444258,-2055.5306037911,-2067.385503819,-1900.2472266511
gdb_40867,C1CC2(O1)C1C3CC2C13,3.92976,1.45895,1.34312,1.4086,78.14,-0.2295,0.0898,0.3193,1010.6144,0.160721,-385.818391,-385.81136,-385.810416,-385.849971,28.529,-1868.0353071541,-1880.510813583,-1891.179721601,-1738.597143197
gdb_123151,CC(C)OCCCOC,5.70068,0.46391,0.4432,1.9243,88.42,-0.2466,0.0848,0.3314,2562.3316,0.225273,-426.616861,-426.604813,-426.603869,-426.6559,41.392,-2231.378705879,-2246.03668861,-2260.263572658,-2066.252222565
gdb_45221,O=C1NC2CC3CN1C23,3.02428,1.94418,1.51143,4.5592,70.49,-0.2333,0.0315,0.2649,888.525,0.140094,-418.013121,-418.006727,-418.005782,-418.043822,26.277,-1693.0217920361,-1704.1186611921,-1713.600949691,-1575.786795602
gdb_50179,O=CC1CC2C(C#C)C12,2.33917,1.44133,1.0747,3.0949,78.65,-0.2354,-0.0226,0.2128,1141.1359,0.134512,-384.629134,-384.620718,-384.619774,-384.662749,31.442,-1749.6174562551,-1759.446757231,-1768.929673239,-1634.827234885
gdb_65073,CC1(CO1)C1(CC1)C=O,2.66823,1.31164,1.16011,2.0166,75.59,-0.2537,-0.0278,0.2259,1144.8861,0.156539,-423.008561,-422.999347,-422.998403,-423.042643,34.088,-1850.6928409211,-1861.797867694,-1872.466775712,-1722.56868081
gdb_97119,CN=C1OCC1C(C)C,2.71306,1.11283,0.83328,1.9374,85.76,-0.2468,0.0321,0.2788,1455.1819,0.192686,-404.354719,-404.344404,-404.34346,-404.390381,36.946,-2055.296542934,-2068.37634053,-2080.824236563,-1908.055321138
gdb_126513,CCCc1c(nno1)N,3.17551,0.99404,0.8008,4.0579,76.01,-0.2262,-0.0291,0.197,1441.5965,0.146976,-435.253893,-435.244482,-435.243538,-435.289414,33.06,-1695.161597726,-1705.253197464,-1715.329109477,-1573.9576068671
gdb_131891,Cc1c(cco1)N(=O)=O,2.7957,1.60509,1.02608,3.9218,68.74,-0.2512,-0.0742,0.177,1069.5648,0.100369,-473.779586,-473.7718,-473.770856,-473.812728,27.726,-1422.4141833671,-1429.971274254,-1437.6752022471,-1326.5634386351
gdb_5179,c1cc(oc1)OC=O,7.54259,1.25057,1.11834,3.6474,57.93,-0.2348,-0.0143,0.2206,983.0647,0.083633,-418.51665,-418.509908,-418.508964,-418.548982,23.451,-1310.2143191491,-1316.649423944,-1323.167987436,-1229.9759983371
gdb_92630,OC1CC2CCCC2C1,3.54938,1.12113,0.94372,1.4513,84.54,-0.2557,0.0698,0.3255,1311.7165,0.209202,-388.322975,-388.314684,-388.313739,-388.356031,33.319,-2183.981068582,-2199.2201246471,-2212.260389176,-2028.727184365
gdb_118202,COCC(C)CC(C)=O,4.12085,0.64534,0.6124,3.3781,84.01,-0.2445,-0.01,0.2345,1923.0834,0.201493,-425.445083,-425.433485,-425.432541,-425.483154,39.978,-2123.9290847911,-2137.0923410841,-2150.133233122,-1971.5661345371
gdb_36551,C#CCCC#CC1CC1,8.04673,0.48533,0.47421,0.9659,94.24,-0.2325,0.0429,0.2753,2288.0171,0.157161,-348.684258,-348.674214,-348.673269,-348.72175,35.621,-1920.54149522,-1931.1269445411,-1941.79522505,-1795.069188143
gdb_11645,NC1C2CC1(N2)C#N,3.2599,1.88205,1.48591,3.6301,67.4,-0.2481,0.0067,0.2548,862.7458,0.120992,-358.775623,-358.76868,-358.767735,-358.80663,26.799,-1435.909391921,-1444.8840256391,-1453.180949637,-1334.626929285
gdb_109421,CCN1C(=O)C=CC1=O,2.14608,1.848,1.07432,1.0189,72.12,-0.2679,-0.0922,0.1757,1096.0569,0.124748,-437.968493,-437.960161,-437.959217,-438.002446,29.981,-1677.2882588791,-1686.280462849,-1695.170382852,-1568.831485846
gdb_18047,C1OC2CC=CCC12,3.82421,2.0456,1.48007,1.6631,71.47,-0.239,0.0183,0.2573,864.2118,0.156421,-347.796919,-347.790152,-347.789207,-347.82828,26.266,-1758.409484854,-1770.161473406,-1780.237385419,-1637.961014831
gdb_122975,COC(C)CCCCO,3.72771,0.52554,0.47673,1.8511,87.13,-0.2489,0.0828,0.3316,2350.7541,0.225869,-426.620197,-426.608144,-426.6072,-426.658882,41.823,-2233.4720759031,-2248.126921089,-2262.353805137,-2068.123454403
gdb_93235,CC1CNC(=O)C(C)C1,2.69872,1.2622,0.90773,3.751,82.9,-0.2343,0.0308,0.2651,1334.2638,0.195668,-404.412859,-404.403529,-404.402585,-404.446848,35.491,-2091.7799161941,-2105.477810155,-2117.925706188,-1943.488871841
gdb_27030,C(#N)c1c(oc(=O)o1)N,3.04002,1.37968,0.94957,5.1518,62.23,-0.2405,-0.0369,0.2036,1097.2245,0.066155,-488.740365,-488.732867,-488.731923,-488.772595,27.047,-1249.5411014481,-1254.612629186,-1260.537569164,-1172.866404247
gdb_47436,O=C1CNCC1N1CC1,2.98943,1.32542,0.96975,2.6156,75.86,-0.2207,-0.0229,0.1978,1214.5652,0.16032,-419.183657,-419.175359,-419.174415,-419.217159,31.209,-1799.692046946,-1811.3712444541,-1822.040152472,-1670.843741449
gdb_61462,CC(OC(N)=O)C1CN1,2.72788,1.10859,0.91778,2.1283,71.9,-0.2436,0.05,0.2936,1319.9422,0.158934,-456.364812,-456.355123,-456.354178,-456.400047,35.073,-1776.692587078,-1787.498292058,-1798.166572567,-1648.675731006
gdb_94579,CC(=O)CC1OCC1O,3.15241,0.92953,0.84479,3.678,72.55,-0.2394,-0.0067,0.2327,1433.3715,0.156075,-460.15724,-460.147216,-460.146272,-460.194271,34.715,-1807.3143987691,-1817.9105157431,-1828.5794237611,-1680.784739027
gdb_119812,CCNC1=NCC(=O)N1,5.7347,0.79734,0.71136,4.3197,76.1,-0.2263,0.0092,0.2356,1571.322,0.148479,-435.326701,-435.317658,-435.316714,-435.3612,32.751,-1740.849272998,-1751.171796048,-1761.247708061,-1619.003967941
gdb_98285,CCC(=O)C(C)C1CN1,2.51823,1.02319,0.84045,3.0598,82.86,-0.2358,-0.0137,0.2221,1482.7322,0.192164,-404.347154,-404.336581,-404.335637,-404.383962,37.572,-2050.5494373491,-2063.4673376231,-2075.915233656,-1904.027340867
gdb_110882,COC1C2CC(C)CC12,2.60404,1.22771,1.09413,1.0275,85.38,-0.2368,0.0789,0.3157,1277.0825,0.206401,-388.282473,-388.273292,-388.272348,-388.316473,35.203,-2158.565699064,-2173.2462721191,-2186.287164157,-2003.904183343
gdb_7169,COCC(C)CC#C,6.23605,0.83355,0.77674,1.3949,78.27,-0.255,0.0545,0.3094,1486.5619,0.173708,-348.965572,-348.95549,-348.954546,-349.000758,35.484,-1863.898140317,-1875.347042022,-1886.609573554,-1732.478930447
gdb_42251,O=C(C#C)C1NC1C#N,3.13458,1.1025,0.97028,6.9153,71.96,-0.2781,-0.0817,0.1964,1195.3547,0.087371,-415.554906,-415.546373,-415.545428,-415.589184,29.884,-1406.1729954291,-1412.373411858,-1419.483716337,-1317.924522232
gdb_118305,OCCC(O)CCC=O,5.31438,0.50532,0.47895,3.2891,77.45,-0.2482,-0.0183,0.2299,2217.5368,0.178923,-461.36486,-461.353701,-461.352757,-461.40272,38.337,-1937.2551974351,-1948.916197182,-1960.77109721,-1797.874780882
gdb_18551,O=C1OC2CC=CC12,4.30038,2.02909,1.62515,4.1015,61.93,-0.2535,-0.0065,0.247,776.8545,0.10922,-382.579434,-382.573453,-382.572509,-382.609605,23.084,-1485.945077054,-1494.635449195,-1502.340004697,-1391.235771193
gdb_9759,COC1(C)CCC=C1,3.12274,1.7197,1.56078,0.9574,76.58,-0.2422,0.0163,0.2585,958.3728,0.176322,-349.010336,-349.001762,-349.000818,-349.043328,32.128,-1891.987953193,-1904.38313847,-1915.645670002,-1759.191988577
gdb_47515,N=C1OCCC2CC1C2,2.56866,1.75967,1.29074,3.2057,80.01,-0.2513,0.0217,0.273,1036.2529,0.174699,-403.152839,-403.145466,-403.144522,-403.184484,30.011,-1928.957645928,-1942.106469514,-1953.368373537,-1792.566682251
gdb_74015,CC1=C2COC2C(=O)N1,2.23793,1.90935,1.10648,4.5507,73.36,-0.2172,-0.0262,0.191,1064.7385,0.124727,-437.876605,-437.868782,-437.867838,-437.908996,29.259,-1619.6277118871,-1628.9393179381,-1637.8292379411,-1510.190769796
gdb_26344,Cc1c[nH]cc1C(C)C,2.38142,1.33465,0.97905,1.6227,89.04,-0.1954,0.0541,0.2494,1310.4101,0.194163,-367.264658,-367.254769,-367.253825,-367.29941,37.215,-2135.458307648,-2148.8060515871,-2161.25394762,-1987.9020763341
gdb_22125,ON=C1CC(O)(C1)C#N,3.28764,0.98516,0.90607,2.733,70.35,-0.2611,-0.0178,0.2433,1280.6403,0.110163,-453.895121,-453.886261,-453.885317,-453.929381,32.41,-1482.6424971871,-1490.414196152,-1498.71112015,-1380.755743384
gdb_98794,C1C=CCN1C(=O)CO,4.18692,1.02096,0.83355,4.7803,74.56,-0.2447,0.0011,0.2458,1336.0192,0.148096,-439.120403,-439.111846,-439.110901,-439.154196,31.279,-1772.270531155,-1782.898651088,-1792.973935592,-1650.34239491
gdb_47215,O=C1CNC=NC1C#C,2.07668,1.78436,1.31633,4.1598,72.42,-0.2288,-0.0328,0.1961,1007.358,0.112572,-416.788099,-416.779769,-416.778825,-416.821595,30.297,-1552.161081752,-1560.265987996,-1568.562911994,-1450.050934745
gdb_107118,CC12NC1C1(CO)OC21,3.82953,1.1213,1.08746,3.2413,71.99,-0.2217,0.0568,0.2785,1186.4114,0.145855,-438.981119,-438.972689,-438.971745,-439.013891,32.572,-1684.868567599,-1695.5763811751,-1705.652293188,-1562.299744665
gdb_48764,O=CC12CC1NC(=O)C2,3.12402,1.3086,1.05088,4.5281,70.54,-0.2504,-0.0319,0.2185,1113.5765,0.124743,-437.929571,-437.921866,-437.920922,-437.962018,29.3,-1652.8643535811,-1662.250005694,-1671.139925697,-1543.462551994
gdb_109126,CCC1=CCC(=O)CC1,3.83087,0.9524,0.82793,3.0057,85.53,-0.2334,-0.0103,0.2231,1443.1693,0.182692,-387.137523,-387.128379,-387.127435,-387.171972,34.224,-2067.9508894281,-2080.8775748281,-2092.732474856,-1926.9420870201
gdb_24041,c1cnc(cn1)CC#N,4.55256,1.09406,0.88686,3.7468,73.97,-0.262,-0.0658,0.1962,1209.3615,0.103237,-395.790818,-395.783486,-395.782542,-395.824113,26.346,-1541.938960142,-1549.781567624,-1557.485495617,-1446.336081465
gdb_75135,CC1(O)CN=C(N)C1=O,2.60309,1.50291,1.19335,1.159,70.83,-0.2428,-0.0643,0.1785,1075.7746,0.135448,-455.183408,-455.17443,-455.173485,-455.216918,33.829,-1663.202564356,-1672.677322747,-1682.159611246,-1547.474217031
gdb_60191,CC(O)CC1NC1C#N,2.94753,0.92272,0.84571,5.1974,77.25,-0.2578,0.0043,0.2621,1435.7733,0.158857,-419.194994,-419.185594,-419.18465,-419.22974,34.594,-1806.806116479,-1817.7937990691,-1828.462707087,-1678.7384321781
gdb_126840,CCn1c(c(nn1)N)N,3.024,1.30115,0.9899,3.9279,75.54,-0.2068,0.0198,0.2266,1216.0072,0.149005,-431.445498,-431.436108,-431.435163,-431.480006,33.811,-1654.520349832,-1664.62449975,-1674.699784254,-1532.32050219
gdb_123085,CC(=O)COCCCO,6.55211,0.47377,0.44813,4.7542,77.78,-0.2443,-0.0097,0.2346,2401.714,0.177893,-461.361577,-461.350014,-461.34907,-461.400819,38.264,-1935.1950853881,-1946.602571499,-1958.457471527,-1796.681886273
gdb_14325,O=C1CC2CCC2C1,3.82612,1.7757,1.53575,2.8858,70.39,-0.2355,-0.0135,0.222,884.2096,0.155311,-347.830013,-347.823028,-347.822084,-347.861999,27.008,-1779.1762677,-1790.79145929,-1800.867998812,-1659.119990802
gdb_91543,CC1OC2CC12C1CC1,2.94105,1.26629,1.05182,1.8028,82.22,-0.2235,0.0854,0.3089,1227.5313,0.182092,-387.037246,-387.028589,-387.027645,-387.070857,33.628,-2005.026169435,-2018.258451718,-2030.113351746,-1863.491514485
gdb_100266,CCC(C)(CO)C(C)=O,1.93364,1.27975,1.16231,1.3527,81.33,-0.2379,-0.0097,0.2281,1278.4494,0.201912,-425.448944,-425.437389,-425.436444,-425.485949,41.468,-2126.3518970401,-2139.5421362201,-2152.582400749,-1973.3200221921
gdb_15538,CC1C=CCC1C#N,3.43577,1.80653,1.32644,3.9913,73.1,-0.2586,0.0062,0.2647,932.2969,0.143462,-326.75984,-326.752252,-326.751308,-326.791728,28.429,-1723.213760062,-1733.5620109811,-1743.045554498,-1609.729384921
gdb_50864,O=CCC(=O)CC1CO1,5.38947,0.65885,0.62598,2.5584,71.0,-0.2532,-0.0406,0.2126,1729.904,0.13211,-458.960092,-458.950544,-458.9496,-458.99707,32.331,-1683.9448743511,-1693.062580121,-1702.545496129,-1570.7529184041
gdb_103891,CC1(CO)CC1NC=O,2.95245,1.00824,0.91709,2.4532,76.44,-0.2455,0.0263,0.2718,1347.6143,0.169138,-440.292116,-440.281883,-440.280939,-440.327776,36.619,-1879.6793641581,-1891.032884495,-1902.294788518,-1745.551825444
gdb_129369,c1(c(nno1)N)C(=N)N,2.79676,1.59894,1.01896,3.918,70.03,-0.2181,-0.0533,0.1648,1074.4156,0.101854,-466.174852,-466.166844,-466.1659,-466.20727,30.392,-1348.696936083,-1356.113464954,-1363.817392947,-1251.671494503
gdb_96668,CC(=NC)OC1(CC1)C,2.7453,1.08082,0.97101,0.8693,85.46,-0.2389,0.034,0.273,1383.9234,0.190608,-404.345818,-404.335027,-404.334083,-404.38221,38.716,-2049.711085325,-2062.4921886371,-2074.94008467,-1902.927945099
gdb_114074,OCC1CC2(O)CC12O,2.80857,1.14386,0.95778,1.3004,72.04,-0.2288,0.0692,0.2981,1264.6685,0.1571,-460.11395,-460.104453,-460.103509,-460.147977,35.719,-1780.1495341591,-1791.0763483761,-1801.745256394,-1651.734837381
gdb_318,CC12CN(C1)C2,6.36553,3.40958,3.40949,1.9709,57.23,-0.2257,0.0834,0.3091,503.8125,0.132764,-250.478855,-250.473446,-250.472502,-250.507275,21.04,-1354.589245593,-1364.526478117,-1372.825284642,-1257.18290605
gdb_48213,O=CC(C1CO1)N1CC1,2.02025,1.45814,0.92046,3.8033,72.95,-0.2514,-0.0298,0.2215,1259.5903,0.14522,-439.023372,-439.014251,-439.013307,-439.058754,32.012,-1711.3827053761,-1721.6569102331,-1731.732822246,-1590.4516809321
gdb_71915,CC12CC3CC(N13)C2=O,2.51049,2.00081,1.42849,2.4693,75.24,-0.2431,-0.0277,0.2155,956.9479,0.148306,-401.9185,-401.910988,-401.910043,-401.950205,29.526,-1782.2504342911,-1793.534928638,-1803.610213142,-1659.2680829261
gdb_119507,COCC12OC1C1NC21,3.96588,1.03844,0.94214,2.8478,72.42,-0.2198,0.0556,0.2754,1293.0149,0.145681,-438.961057,-438.952612,-438.951668,-438.994812,31.351,-1672.2794820411,-1682.977882982,-1693.053794995,-1550.3275004541
